0;Владимерович;{"name": "Владимерович"}
1;Айтокунович;{"name": "Айтокунович"}
2;Шортеевна;{"name": "Шортеевна"}
4;Сагынбайевна;{"name": "Сагынбайевна"}
5;Токтосунжановна;{"name": "Токтосунжановна"}
6;Сабатбековна;{"name": "Сабатбековна"}
7;Токтоалыевна;{"name": "Токтоалыевна"}
8;Валидович;{"name": "Валидович"}
9;Самансурович;{"name": "Самансурович"}
10;Васыкович;{"name": "Васыкович"}
11;Джанбековна;{"name": "Джанбековна"}
14;Чоллонович;{"name": "Чоллонович"}
15;Асроровна;{"name": "Асроровна"}
16;Озгорушевна;{"name": "Озгорушевна"}
17;Рысмаматовна;{"name": "Рысмаматовна"}
18;Жаркынбаевна;{"name": "Жаркынбаевна"}
19;Эгамбердиевна;{"name": "Эгамбердиевна"}
20;Рышатович;{"name": "Рышатович"}
21;Алганбекович;{"name": "Алганбекович"}
23;Тажыбекович;{"name": "Тажыбекович"}
24;Харисович;{"name": "Харисович"}
25;Маатбековна;{"name": "Маатбековна"}
26;Доктурбаевна;{"name": "Доктурбаевна"}
27;Сагыналиевна;{"name": "Сагыналиевна"}
28;Абдыраимовна;{"name": "Абдыраимовна"}
29;Леонович;{"name": "Леонович"}
30;Маматаевна;{"name": "Маматаевна"}
31;Ойдонович;{"name": "Ойдонович"}
32;Бигельдиевна;{"name": "Бигельдиевна"}
33;Нарынбековна{"name": "Нарынбековна"}
35;Тургунбетовна;{"name": "Тургунбетовна"}
36;Тулендиевна;{"name": "Тулендиевна"}
37;Иманкеевна;{"name": "Иманкеевна"}
38;Габдуловна;{"name": "Габдуловна"}
39;Медеткулович;{"name": "Медеткулович"}
40;Тыштынбекович;{"name": "Тыштынбекович"}
41;Улукбекович;{"name": "Улукбекович"}
43;Азимбекович;{"name": "Азимбекович"}
44;Ошуржанович;{"name": "Ошуржанович"}
46;Ибрашович;{"name": "Ибрашович"}
47;Качаевич;{"name": "Качаевич"}
48;Мырзабекович;{"name": "Мырзабекович"}
49;Садывакасович;{"name": "Садывакасович"}
50;Эгемкуловна;{"name": "Эгемкуловна"}
51;Ракманбекович;{"name": "Ракманбекович"}
53;Абдилакимовна;{"name": "Абдилакимовна"}
54;Маматбековна;{"name": "Маматбековна"}
55;Ийсабекович;{"name": "Ийсабекович"}
56;Шайкыдиновна;{"name": "Шайкыдиновна"}
58;Сейтмуратович;{"name": "Сейтмуратович"}
59;Бактыболотовна;{"name": "Бактыболотовна"}
60;Джээналиевна;{"name": "Джээналиевна"}
61;Пайзиллаевна;{"name": "Пайзиллаевна"}
62;Искаровна;{"name": "Искаровна"}
63;Омарбекович;{"name": "Омарбекович"}
64;Джалалидиновна;{"name": "Джалалидиновна"}
65;Бекенович;{"name": "Бекенович"}
66;Абдуганиевна;{"name": "Абдуганиевна"}
67;Кемелбекович;{"name": "Кемелбекович"}
68;Мамбетказиевна;{"name": "Мамбетказиевна"}
69;Мурсалиевна;{"name": "Мурсалиевна"}
70;Жоробайевич;{"name": "Жоробайевич"}
71;Жекшеналыевна;{"name": "Жекшеналыевна"}
72;Токтомаматович;{"name": "Токтомаматович"}
74;Абдыкаимович;{"name": "Абдыкаимович"}
75;Мамырович;{"name": "Мамырович"}
76;Нурмухаматовна;{"name": "Нурмухаматовна"}
77;Рафаиловна;{"name": "Рафаиловна"}
78;Канаровна;{"name": "Канаровна"}
80;Умаржанович;{"name": "Умаржанович"}
81;Кочконовна;{"name": "Кочконовна"}
82;Козубаевич;{"name": "Козубаевич"}
83;Ибрагимжанович;{"name": "Ибрагимжанович"}
85;Онолбекович;{"name": "Онолбекович"}
86;Исхакович;{"name": "Исхакович"}
87;Аззамкуловна;{"name": "Аззамкуловна"}
88;Дехканбаевич;{"name": "Дехканбаевич"}
90;Апийдинович;{"name": "Апийдинович"}
91;Арунович;{"name": "Арунович"}
92;Камбарбекович;{"name": "Камбарбекович"}
93;Кутпидинович;{"name": "Кутпидинович"}
94;Доронбекович;{"name": "Доронбекович"}
95;Оилиязович;{"name": "Оилиязович"}
97;Аманбекович;{"name": "Аманбекович"}
98;Аркадьевна;{"name": "Аркадьевна"}
99;Канабекович;{"name": "Канабекович"}
100;Турдакуновна;{"name": "Турдакуновна"}
101;Жусупович;{"name": "Жусупович"}
102;Афлитонович;{"name": "Афлитонович"}
103;Асакулович;{"name": "Асакулович"}
104;Джатаканович;{"name": "Джатаканович"}
105;Калмаматовна;{"name": "Калмаматовна"}
106;Шейшеналиевич;{"name": "Шейшеналиевич"}
107;Адырбекович;{"name": "Адырбекович"}
108;Курванжанович;{"name": "Курванжанович"}
110;Миргиязовна;{"name": "Миргиязовна"}
111;Аркентаевна;{"name": "Аркентаевна"}
112;Багизович;{"name": "Багизович"}
113;Бекказиевич;{"name": "Бекказиевич"}
115;Абибакирович;{"name": "Абибакирович"}
116;Шейшеновна;{"name": "Шейшеновна"}
117;Тыбаевич;{"name": "Тыбаевич"}
118;Муссаевич;{"name": "Муссаевич"}
119;Бокишович;{"name": "Бокишович"}
120;Мырсалиевна;{"name": "Мырсалиевна"}
121;Кайыпбергеновна;{"name": "Кайыпбергеновна"}
123;Шерипкановна;{"name": "Шерипкановна"}
124;Санжарбековна;{"name": "Санжарбековна"}
125;Мисановна;{"name": "Мисановна"}
127;Мамытович;{"name": "Мамытович"}
128;Токбобековна;{"name": "Токбобековна"}
129;Азыреталиевич;{"name": "Азыреталиевич"}
130;Муслимовна;{"name": "Муслимовна"}
132;Абдрасулович;{"name": "Абдрасулович"}
133;Джуматайевна;{"name": "Джуматайевна"}
134;Солтоевич;{"name": "Солтоевич"}
135;Мирзатович;{"name": "Мирзатович"}
136;Артисбекович;{"name": "Артисбекович"}
137;Ысмаилович;{"name": "Ысмаилович"}
138;Мокушбекович;{"name": "Мокушбекович"}
139;Ажымудунович;{"name": "Ажымудунович"}
141;Баймухаметович;{"name": "Баймухаметович"}
142;Савутжанович;{"name": "Савутжанович"}
143;Атактаевич;{"name": "Атактаевич"}
144;Джолоновна;{"name": "Джолоновна"}
145;Саиджановна;{"name": "Саиджановна"}
146;Галимовна;{"name": "Галимовна"}
147;Турдукожоевна;{"name": "Турдукожоевна"}
149;Мурзакматовна;{"name": "Мурзакматовна"}
150;Салимовна;{"name": "Салимовна"}
151;Сабыралиевна;{"name": "Сабыралиевна"}
152;Досалиевна;{"name": "Досалиевна"}
153;Дайырбекович;{"name": "Дайырбекович"}
154;Кавказовна;{"name": "Кавказовна"}
155;Жоконовна;{"name": "Жоконовна"}
156;Казимирович;{"name": "Казимирович"}
157;Муханеткалиевич;{"name": "Муханеткалиевич"}
158;Масилович;{"name": "Масилович"}
159;Ражапович;{"name": "Ражапович"}
162;Асымбекович;{"name": "Асымбекович"}
163;Абиткожоевич;{"name": "Абиткожоевич"}
164;Абдыганыевич;{"name": "Абдыганыевич"}
165;Чырнашбаевна;{"name": "Чырнашбаевна"}
166;Таалайбекович;{"name": "Таалайбековч"}
167;Ырсалиевич;{"name": "Ырсалиевич"}
169;Джанболотовна;{"name": "Джанболотовна"}
170;Уметбекович;{"name": "Уметбекович"}
171;Ильханович;{"name": "Ильханович"}
172;Двумаровна;{"name": "Двумаровна"}
173;Бабажановна;{"name": "Бабажановна"}
174;Райкулович;{"name": "Райкулович"}
175;Хошеминовна;{"name": "Хошеминовна"}
176;Аблазович;{"name": "Аблазович"}
177;Назырбекович;{"name": "Назырбекович"}
178;Аваевна;{"name": "Аваевна"}
179;Калыевич;{"name": "Калыевич"}
180;Курултаевна;{"name": "Курултаевна"}
181;Субаналиевич;{"name": "Субаналиевич"}
182;Жолдошбаевна;{"name": "Жолдошбаевна"}
183;Докдурбекович;{"name": "Докдурбекович"}
184;Шаршенкадыровна;{"name": "Шаршенкадыровна"}
185;Беркимбаевич;{"name": "Беркимбаевич"}
187;Абанович;{"name": "Абанович"}
188;Турарбекович;{"name": "Турарбекович"}
189;Инаталиевич;{"name": "Инаталиевич"}
190;Карганбековна;{"name": "Карганбековна"}
191;Расулбердиевич;{"name": "Расулбердиевич"}
192;Харсановна;{"name": "Харсановна"}
193;Жерикбаевна;{"name": "Жерикбаевна"}
194;Абдиметовна;{"name": "Абдиметовна"}
195;Октябырьевич;{"name": "Октябырьевич"}
196;Ермекович;{"name": "Ермекович"}
197;Шамшыбекович;{"name": "Шамшыбекович"}
198;Набийдуллаевна;{"name": "Набийдуллаевна"}
201;Джумановна;{"name": "Джумановна"}
202;Адулазизович;{"name": "Адулазизович"}
203;Кутушович;{"name": "Кутушович"}
204;Молдожанович;{"name": "Молдожанович"}
205;Советканович;{"name": "Советканович"}
206;Манолесовна;{"name": "Манолесовна"}
207;Бираевна;{"name": "Бираевна"}
208;Джолтоевна;{"name": "Джолтоевна"}
209;Расимовна;{"name": "Расимовна"}
210;Нышанбаевич;{"name": "Нышанбаевич"}
211;Мухаммедовна;{"name": "Мухаммедовна"}
213;Джамолидинович;{"name": "Джамолидинович"}
214;Мамбетеминович;{"name": "Мамбетеминович"}
215;Джанаалиевна;{"name": "Джанаалиевна"}
216;Делшатович;{"name": "Делшатович"}
217;Каттабекович;{"name": "Каттабекович"}
218;Абдыкалыковна;{"name": "Абдыкалыковна"}
219;Абдралиевна;{"name": "Абдралиевна"}
220;Аргымбаевич;{"name": "Аргымбаевич"}
221;Асылкановна;{"name": "Асылкановна"}
222;Эсенакуновна;{"name": "Эсенакуновна"}
223;Кудайкулович;{"name": "Кудайкулович"}
224;Толятиевич;{"name": "Толятиевич"}
225;Медахатовна;{"name": "Медахатовна"}
226;Рахимжанович;{"name": "Рахимжанович"}
227;Бегаалиевна;{"name": "Бегаалиевна"}
228;Нематиллаевич;{"name": "Нематиллаевич"}
229;Орусбаевич;{"name": "Орусбаевич"}
230;Нурданбекович;{"name": "Нурданбекович"}
231;Искандербекович;{"name": "Искандербекович"}
232;Култайбековна;{"name": "Култайбековна"}
233;Вадимовна;{"name": "Вадимовна"}
234;Оноебековна;{"name": "Оноебековна"}
235;Раимбаевич;{"name": "Раимбаевич"}
236;Козубековна;{"name": "Козубековна"}
237;Сейдуллаевич;{"name": "Сейдуллаевич"}
238;Исабекович;{"name": "Исабекович"}
239;Кулубекович;{"name": "Кулубекович"}
240;Иманжановна;{"name": "Иманжановна"}
241;Ташпулатовна;{"name": "Ташпулатовна"}
242;Кожоралиевич;{"name": "Кожоралиевич"}
243;Алтымышбаевич;{"name": "Алтымышбаевич"}
244;Рамзиевич;{"name": "Рамзиевич"}
245;Туркменович;{"name": "Туркменович"}
246;Фуатович;{"name": "Фуатович"}
249;Батыркуловна;{"name": "Батыркуловна"}
250;Кенжетаевна;{"name": "Кенжетаевна"}
252;Жоомартович;{"name": "Жоомартович"}
253;Бахадыровна;{"name": "Бахадыровна"}
254;Долосбековна;{"name": "Долосбековна"}
255;Ранкатович;{"name": "Ранкатович"}
256;Торобековна;{"name": "Торобековна"}
258;Тургумбаевна;{"name": "Тургумбаевна"}
259;Амынатовна;{"name": "Амынатовна"}
260;Дамирович;{"name": "Дамирович"}
261;Саибжановна;{"name": "Саибжановна"}
262;Таджибаевич;{"name": "Таджибаевич"}
263;Кемельевич;{"name": "Кемельевич"}
265;Опдирихимовна;{"name": "Опдирихимовна"}
266;Мамбетовна;{"name": "Мамбетовна"}
267;ВАхабович;{"name": "ВАхабович"}
268;Рыспековна;{"name": "Рыспековна"}
269;Тынысович;{"name": "Тынысович"}
270;Атомбековна;{"name": "Атомбековна"}
271;Асанкаевна;{"name": "Асанкаевна"}
273;Аленовна;{"name": "Аленовна"}
274;Кушбелдековна;{"name": "Кушбелдековна"}
275;Соодобекович;{"name": "Соодобекович"}
276;Дуйшонбуевна;{"name": "Дуйшонбуевна"}
277;Октамовна;{"name": "Октамовна"}
279;Эркетаевна;{"name": "Эркетаевна"}
281;Сайырбекович;{"name": "Сайырбекович"}
282;Джеенкуловна;{"name": "Джеенкуловна"}
284;Ажыгулович;{"name": "Ажыгулович"}
285;Абдимаматович;{"name": "Абдимаматович"}
286;Абдыхамидович;{"name": "Абдыхамидович"}
287;Азранкуловна;{"name": "Азранкуловна"}
288;Абдрашидович;{"name": "Абдрашидович"}
289;Росулбаевич;{"name": "Росулбаевич"}
290;Маматеминовна;{"name": "Маматеминовна"}
291;Кадыржанович;{"name": "Кадыржанович"}
293;Айтгулович;{"name": "Айтгулович"}
294;Жалжаевич;{"name": "Жалжаевич"}
295;Гамаловна;{"name": "Гамаловна"}
296;Эшенбаевна;{"name": "Эшенбаевна"}
297;Эсенжанович;{"name": "Эсенжанович"}
298;Каипович;{"name": "Каипович"}
299;Шаисмаилович;{"name": "Шаисмаилович"}
301;Эрболотович;{"name": "Эрболотович"}
303;Канчыбековна;{"name": "Канчыбековна"}
304;Сабиралиевна;{"name": "Сабиралиевна"}
305;Сарматовна;{"name": "Сарматовна"}
306;Турганалыевна;{"name": "Турганалыевна"}
308;Озгогушовна;{"name": "Озгогушовна"}
309;Узабековна;{"name": "Узабековна"}
310;Толондиевна;{"name": "Толондиевна"}
311;Кыдырмаевна;{"name": "Кыдырмаевна"}
312;Тыныстановна;{"name": "Тыныстановна"}
313;Сартмаматовна;{"name": "Сартмаматовна"}
314;Алишовна;{"name": "Алишовна"}
315;Айнабековна;{"name": "Айнабековна"}
316;Абдилбайитович;{"name": "Абдилбайитович"}
319;Гапаралиевич;{"name": "Гапаралиевич"}
320;Жусумкуловна;{"name": "Жусумкуловна"}
321;Шаймерденовна;{"name": "Шаймерденовна"}
322;Боронбаевна;{"name": "Боронбаевна"}
324;Байболотовна;{"name": "Байболотовна"}
325;Тунгатаровна;{"name": "Тунгатаровна"}
326;Сан-Серовича;{"name": "Сан-Серовича"}
327;Сарынжанович;{"name": "Сарынжанович"}
329;Мусулумович;{"name": "Мусулумович"}
331;Мырзабаевна;{"name": "Мырзабаевна"}
332;Кутманбекович;{"name": "Кутманбекович"}
333;Кокунбекович;{"name": "Кокунбекович"}
334;Асанакуновна;{"name": "Асанакуновна"}
335;Багиевич;{"name": "Багиевич"}
336;Исанбекович;{"name": "Исанбекович"}
337;Баишпековна;{"name": "Баишпековна"}
338;Акмолдоевич;{"name": "Акмолдоевич"}
340;Токтомамытовна;{"name": "Токтомамытовна"}
341;Абуевич;{"name": "Абуевич"}
342;Билалыевич;{"name": "Билалыевич"}
343;Темишович;{"name": "Темишович"}
344;Елдашбековна;{"name": "Елдашбековна"}
345;Нурмаматович;{"name": "Нурмаматович"}
346;Кейлинович;{"name": "Кейлинович"}
347;Темербекович;{"name": "Темербекович"}
348;Насировна;{"name": "Насировна"}
349;Орунбаевич;{"name": "Орунбаевич"}
350;Алмамбетовна;{"name": "Алмамбетовна"}
351;Хайруллович;{"name": "Хайруллович"}
352;Алагушевич;{"name": "Алагушевич"}
354;Рахманкулович;{"name": "Рахманкулович"}
355;Маматджунусович;{"name": "Маматджунусович"}
356;Махаматовна;{"name": "Махаматовна"}
357;Мирбековна;{"name": "Мирбековна"}
358;Шаменовна;{"name": "Шаменовна"}
359;Таласбаевна;{"name": "Таласбаевна"}
360;Шамшидиновна;{"name": "Шамшидиновна"}
361;Таласбековна(1;{"name": "Таласбековна(1"}
362;Суюмалиевич;{"name": "Суюмалиевич"}
363;Садирбекович;{"name": "Садирбекович"}
364;Иманкулович;{"name": "Иманкулович"}
365;Торгунбекович;{"name": "Торгунбекович"}
366;Маматосмонович;{"name": "Маматосмонович"}
367;Бейшекеевна;{"name": "Бейшекеевна"}
368;Казбековна;{"name": "Казбековна"}
369;Елеусизовна;{"name": "Елеусизовна"}
370;Мирнагаевич;{"name": "Мирнагаевич"}
