0;Аалан;{"name": "Аалан"}  
1;Айткул;{"name": "Айткул"}  
2;Айткуль;{"name": "Айткуль"}  
3;Айтмагомед;{"name": "Айтмагомед"}  
4;Айтмат;{"name": "Айтмат"}  
5;Айтмерек;{"name": "Айтмерек"}  
6;Айтогуль;{"name": "Айтогуль"}  
7;Айтолкун;{"name": "Айтолкун"}  
8;Айтурган;{"name": "Айтурган"}  
9;Айхан;{"name": "Айхан"}  
10;Айчолпон;{"name": "Айчолпон"}  
11;Айчурок;{"name": "Айчурок"}  
12;Айша;{"name": "Айша"}  
13;Айшаке;{"name": "Айшаке"}  
14;Айшакуль;{"name": "Айшакуль"}  
15;Айшам;{"name": "Айшам"}  
16;Айше;{"name": "Айше"}  
17;Айшоола;{"name": "Айшоола"}  
18;Айым;{"name": "Айым"}  
19;Айыма;{"name": "Айыма"}  
20;Айымбек;{"name": "Айымбек"}  
21;Айымбубу;{"name": "Айымбубу"}  
22;Айымжан;{"name": "Айымжан"}  
23;Айымкан;{"name": "Айымкан"}  
24;Айымкул;{"name": "Айымкул"}  
25;Айымсаат;{"name": "Айымсаат"}  
26;Айын;{"name": "Айын"}  
27;Айя;{"name": "Айя"}  
28;Акак;{"name": "Акак"}  
29;Аканкша;{"name": "Аканкша"}  
30;Акация;{"name": "Акация"}  
31;Акбара;{"name": "Акбара"}  
32;Акбарали;{"name": "Акбарали"}  
33;Акбарджан;{"name": "Акбарджан"}  
34;Акбаржан;{"name": "Акбаржан"}  
35;Акбермет;{"name": "Акбермет"}  
36;Акбилек;{"name": "Акбилек"}  
37;Акбопе;{"name": "Акбопе"}  
38;Акбота;{"name": "Акбота"}  
39;Акжанай;{"name": "Акжанай"}  
40;Акжол;{"name": "Акжол"}  
41;Акжолбек;{"name": "Акжолбек"}  
42;Акжолтой;{"name": "Акжолтой"}  
43;Акзина;{"name": "Акзина"}  
44;Аким;{"name": "Аким"}  
45;Акима;{"name": "Акима"}  
46;Акимали;{"name": "Акимали"}  
47;Акимжан;{"name": "Акимжан"}  
48;Акинай;{"name": "Акинай"}  
49;Акинкан;{"name": "Акинкан"}  
50;Акиф;{"name": "Акиф"}  
51;Аккар;{"name": "Аккар"}  
52;Аккуу;{"name": "Аккуу"}  
53;Акмал;{"name": "Акмал"}  
54;Акмаль;{"name": "Акмаль"}  
55;Акмальхан;{"name": "Акмальхан"}  
56;Акманай;{"name": "Акманай"}  
57;Акмарал;{"name": "Акмарал"}  
58;Акмаржан;{"name": "Акмаржан"}  
59;Акмат;{"name": "Акмат"}  
61;Акматбек;{"name": "Акматбек"}  
62;Акматкалы;{"name": "Акматкалы"}  
63;Акмоор;{"name": "Акмоор"}  
64;Акмурза;{"name": "Акмурза"}  
65;Акназар;{"name": "Акназар"}  
67;Акниет;{"name": "Акниет"}  
68;Акпарали;{"name": "Акпарали"}  
69;Акпаралы;{"name": "Акпаралы"}  
70;Акпер;{"name": "Акпер"}  
71;Акрамджан;{"name": "Акрамджан"}  
72;Акрамжон;{"name": "Акрамжон"}  
73;Акрамхом;{"name": "Акрамхом"}  
74;Акрамхон;{"name": "Акрамхон"}  
75;Аксаамай;{"name": "Аксаамай"}  
76;Аксамай;{"name": "Аксамай"}  
77;Аксана;{"name": "Аксана"}  
79;Аксергил;{"name": "Аксергил"}  
80;Аксина;{"name": "Аксина"}  
81;Актай;{"name": "Актай"}  
82;Актан;{"name": "Актан"}  
83;Актанбек;{"name": "Актанбек"}  
84;Актиет;{"name": "Актиет"}  
85;Актилек;{"name": "Актилек"}  
86;Актилет;{"name": "Актилет"}  
87;Актык;{"name": "Актык"}  
88;Акуля;{"name": "Акуля"}  
89;Акхил;{"name": "Акхил"}  
90;Акхия;{"name": "Акхия"}  
91;Акчолпон;{"name": "Акчолпон"}  
92;Акчоро;{"name": "Акчоро"}  
93;Акыйкат;{"name": "Акыйкат"}  
94;Акыл;{"name": "Акыл"}  
95;Акыл-Кожо;{"name": "Акыл-Кожо"}  
96;Акылай;{"name": "Акылай"}  
97;Акылбубу;{"name": "Акылбубу"}  
98;Акылзат;{"name": "Акылзат"}  
99;Акылтай;{"name": "Акылтай"}  
100;Акылча;{"name": "Акылча"}  
101;Акынбек;{"name": "Акынбек"}  
102;Алай;{"name": "Алай"}  
103;Алайбек;{"name": "Алайбек"}  
104;Алайчи;{"name": "Алайчи"}  
105;Алан;{"name": "Алан"}  
106;Алберт;{"name": "Алберт"}  
107;Алгадай;{"name": "Алгадай"}  
108;Алдыракман;{"name": "Алдыракман"}  
109;Али-Акбар;{"name": "Али-Акбар"}  
110;Али-Мохамед;{"name": "Али-Мохамед"}  
112;Ализат;{"name": "Ализат"}  
113;Алик;{"name": "Алик"}  
114;Аликадыр;{"name": "Аликадыр"}  
115;Аликули;{"name": "Аликули"}  
116;Алил;{"name": "Алил"}  
117;Алиман;{"name": "Алиман"}  
118;Алимардонбек;{"name": "Алимардонбек"}  
119;Алимбай;{"name": "Алимбай"}  
120;Алимбек;{"name": "Алимбек"}  
121;Алимджан;{"name": "Алимджан"}  
122;Алиме;{"name": "Алиме"}  
123;Алимжан;{"name": "Алимжан"}  
124;Алин;{"name": "Алин"}  
125;Алинур;{"name": "Алинур"}  
126;Алипейим;{"name": "Алипейим"}  
